Year,Value,
1995,21588170498,
1996,21776609772,
1997,19731912494,
1998,20209122027,
1999,22235929043,
2000,21263514833,
2001,21272418792,
2002,23616328816,
2003,29557325056,
2004,34685281848,
2005,37347394603,
2006,42414308117,
2007,50888134410,
2008,55849686539,
2009,51370543206,
2010,53212476812,
2011,60004630234,
2012,56677961787,
2013,61739352212,
2014,66327344189,
2015,57784495265,
2016,58631324559,
MAC,1982,1130457130
MAC,1983,1121486563
MAC,1984,1292297736
MAC,1985,1348827324
MAC,1986,1517496131
MAC,1987,1941246972
MAC,1988,2269233639
MAC,1989,2683254708
MAC,1990,3220920085
MAC,1991,3735117374
MAC,1992,4879018602
MAC,1993,5625533410
MAC,1994,6265844252
MAC,1995,6996034037
MAC,1996,7122539667
MAC,1997,7211264780
MAC,1998,6742367273
MAC,1999,6490571704
MAC,2000,6720492406
MAC,2001,6811227983
MAC,2002,7322677820
MAC,2003,8195033162
MAC,2004,10585624891
MAC,2005,12092222042
MAC,2006,14789661809
MAC,2007,18340447243
MAC,2008,20917444920
MAC,2009,21475520709
MAC,2010,28123640999
MAC,2011,36709860068
MAC,2012,43031577366
MAC,2013,51552075902
MAC,2014,55347998648
MAC,2015,45415278647
MAC,2016,44802641830
MKD,1990,4471828622
MKD,1991,4694744898
MKD,1992,2316618543
MKD,1993,2550195043
MKD,1994,3381270208
MKD,1995,4449375346
MKD,1996,4422160018
MKD,1997,3735312143
MKD,1998,3571043103
MKD,1999,3673288264
MKD,2000,3772851420
MKD,2001,3709637830
MKD,2002,4018365247
MKD,2003,4946292775
MKD,2004,5682719260
MKD,2005,6258600714
MKD,2006,6861222332
MKD,2007,8336478142
MKD,2008,9909548411
MKD,2009,9401731496
MKD,2010,9407168702
MKD,2011,10494632699
MKD,2012,9745251126
MKD,2013,10817712139
MKD,2014,11362272838
MKD,2015,10051659161
MKD,2016,10899583155
1960,673081724.1,
1961,699161943.9,
1962,739286906.9,
1963,759345863,
1964,802482182.9,
1965,833563472.2,
1966,900264583.7,
1967,956436931.1,
1968,1031669636,
1969,1056391055,
1970,1111859570,
1971,1199507630,
1972,1341590682,
1973,1653062347,
1974,1917508190,
1975,2283049233,
1976,2181844194,
1977,2358930406,
1978,2669755116,
1979,3463565881,
1980,4042139901,
1981,3594868208,
1982,3526198070,
1983,3511573992,
1984,2939485472,
1985,2857889712,
1986,3258288891,
1987,2565634382,
1988,2442507588,
1989,2498059015,
1990,3081479800,
1991,2653141959,
1992,3024459564,
1993,3370842211,
1994,2977040722,
1995,3159901232,
1996,3995028593,
1997,3545776697,
1998,3738704468,
1999,3717515283,
2000,3877673539,
2001,4529575348,
2002,4397254608,
2003,5474030080,
2004,4363934494,
2005,5039293031,
2006,5515884349,
2007,7342923489,
2008,9413002921,
2009,8550363975,
2010,8729936136,
2011,9892702358,
2012,9919780071,
2013,10601690872,
2014,10673516673,
2015,9744243420,
2016,10001193420,
1960,162960130.5,
1961,174580139.8,
1962,183120146.6,
1963,190820152.8,
1964,194740155.9,
1965,229460183.7,
1966,260400208.5,
1967,269812781.8,
1968,245160098.1,
1969,265800106.4,
1970,290520116.3,
1971,365389567.2,
1972,406084197.4,
1973,444302221.3,
1974,548618789.9,
1975,613196872.6,
1976,670309253,
1977,806265763.8,
1978,948983308.8,
1979,1058297676,
1980,1237662067,
1981,1237686961,
1982,1180094061,
1983,1223225019,
1984,1208026080,
1985,1131349992,
1986,1183671788,
1987,1183071363,
1988,1379923808,
1989,1590201656,
1990,1880784192,
1991,2203536031,
1992,1799529357,
1993,2070647127,
1994,1181801920,
1995,1397454122,
1996,2281039098,
1997,2663238983,
1998,1750585204,
1999,1775920040,
2000,1743506287,
2001,1716502862,
2002,3495748398,
2003,3208837077,
2004,3476094499,
2005,3655909664,
2006,3997852636,
2007,4432192844,
2008,5320925102,
2009,6190991712,
2010,6959697194,
2011,8003300198,
2012,6028470989,
2013,5518901971,
2014,6054750320,
2015,6373201160,
2016,5433038647,
1960,1916241997,
1961,1901868548,
1962,2001502679,
1963,2510126748,
1964,2674441396,
1965,2956356984,
1966,3143538482,
1967,3188945512,
1968,3330393310,
1969,3664575983,
1970,3864170913,
1971,4244340334,
1972,5043268549,
1973,7662996767,
1974,9496074114,
1975,9298800799,
1976,11050125905,
1977,13139397879,
1978,16358376511,
1979,21213672089,
1980,24488033442,
1981,25004557094,
1982,26804401816,
1983,30346788438,
1984,33943505718,
1985,31200161095,
1986,27734562640,
1987,32181695507,
1988,35271880250,
1989,38848567631,
1990,44024178343,
1991,49142784405,
1992,59167157498,
1993,66894448545,
1994,74477975918,
1995,88704944179,
1996,1.00855E+11,
1997,1.00005E+11,
1998,72167753771,
1999,79148947368,
2000,93789736842,
2001,92783947368,
2002,1.00845E+11,
2003,1.10202E+11,
2004,1.2475E+11,
2005,1.43534E+11,
2006,1.62691E+11,
2007,1.93548E+11,
2008,2.30814E+11,
2009,2.02258E+11,
2010,2.55017E+11,
2011,2.97952E+11,
2012,3.14443E+11,
2013,3.23277E+11,
2014,3.38062E+11,
2015,2.96434E+11,
2016,2.96536E+11,
1980,42463576.16,
1981,44781456.95,
1982,47935843.79,
1983,57829787.23,
1984,109503546.1,
1985,127154929.6,
1986,141902097.9,
1987,141268980.5,
1988,168610478.4,
1989,189535398.2,
1990,215089005.2,
1991,244468292.7,
1992,284853358.6,
1993,322326642.3,
1994,355884383.1,
1995,398988955,
1996,450382328,
1997,508223602.4,
1998,540096397.6,
1999,589239753.6,
2000,624337145.3,
2001,870179738.6,
2002,897031250,
2003,1052121056,
2004,1226829565,
2005,1163362434,
2006,1575200391,
2007,1868383460,
2008,2271646188,
2009,2345294879,
2010,2588176058,
2011,2774351758,
2012,2886170570,
2013,3295011381,
2014,3697351594,
2015,4006531188,
2016,4224209599,
1967,275494520.1,
1968,343771964.7,
1969,339913833.1,
1970,359772363.3,
1971,430096738.4,
1972,486617332.4,
1973,563683660.3,
1974,538747268.3,
1975,830710615.2,
1976,939227993.7,
1977,1049838493,
1978,1222702356,
1979,1595423286,
1980,1759690812,
1981,1538972158,
1982,1333754034,
1983,1297765449,
1984,1232932008,
1985,1392195933,
1986,1852163475,
1987,2090629723,
1988,2169040742,
1989,2181821902,
1990,2681912030,
1991,2724131545,
1992,2830673389,
1993,2818280876,
1994,2081846483,
1995,2706425298,
1996,2780422212,
1997,2697105694,
1998,2920358587,
1999,3439463140,
2000,2954129566,
2001,3465305993,
2002,3889758024,
2003,4703504467,
2004,5444474268,
2005,6245031690,
2006,6899799786,
2007,8145694632,
2008,9750822511,
2009,10181021770,
2010,10678749467,
2011,12978107561,
2012,12442747897,
2013,13246412031,
2014,14388360064,
2015,13100058100,
2016,14034980334,
1970,250721821.6,
1971,264579879.8,
1972,295118249.3,
1973,345602025.4,
1974,376094108.5,
1975,474620439.6,
1976,527936988.8,
1977,625573345.5,
1978,793675169.9,
1979,1001300838,
1980,1250242108,
1981,1243469361,
1982,1234518125,
1983,1165771369,
1984,1101828569,
1985,1117835286,
1986,1435079200,
1987,1751247763,
1988,2019474244,
1989,2118574772,
1990,2547163582,
1991,2750041434,
1992,3021910217,
1993,2709178327,
1994,2998570147,
1995,3439931907,
1996,3570271558,
1997,3705372039,
1998,3923637971,
1999,4127313818,
2000,4306192436,
2001,4331870648,
2002,4689832690,
2003,5456583589,
2004,6062780269,
2005,6394851387,
2006,6757119558,
2007,7880509171,
2008,8977149553,
2009,8528202278,
2010,8741059603,
2011,9504797627,
2012,9203729739,
2013,10145944324,
2014,11217780149,
2015,10285547954,
2016,10999047580,
1981,31020000,
1982,34918000,
1983,41749000,
1984,45144000,
1985,43879000,
1986,55989000,
1987,62983000,
1988,70688000,
1989,72798000,
1990,78476000,
1991,82507000,
1992,91063000,
1993,99461000,
1994,108071000,
1995,120230000,
1996,110858000,
1997,106289100,
1998,108702100,
1999,107978900,
2000,110937700,
2001,115152100,
2002,124735100,
2003,126887600,
2004,131334600,
2005,137928600,
2006,143930000,
2007,150776500,
2008,152788700,
2009,152617500,
2010,164969100,
2011,173260300,
2012,185210500,
2013,190800800,
2014,183121300,
2015,179697900,
2016,194497900,
1960,92609222.69,
1961,107726181.2,
1962,111148585.6,
1963,113797356.8,
1964,151897168.1,
1965,172767213.3,
1966,180340653.8,
1967,191221777.8,
1968,210695183.8,
1969,199643444.6,
1970,209348253.6,
1971,227051055,
1972,265009395.1,
1973,333731874.4,
1974,414772351.9,
1975,475916514.7,
1976,524407931.9,
1977,540635389.6,
1978,544424605.1,
1979,644070364.9,
1980,709041452.2,
1981,747994681.9,
1982,750214410.7,
1983,788371855.9,
1984,726937320.8,
1985,683193885,
1986,802890746.9,
1987,909820553.4,
1988,957377507.5,
1989,981529400.5,
1990,1019600771,
1991,1443688870,
1992,1464392416,
1993,1249944999,
1994,1315932645,
1995,1415296704,
1996,1442598431,
1997,1401946853,
1998,1375115534,
1999,1405662879,
2000,1293654175,
2001,1295539448,
2002,1324426607,
2003,1563074860,
2004,1833444740,
2005,2184444849,
2006,3040716679,
2007,3356757497,
2008,3978425881,
2009,3670515288,
2010,4343665075,
2011,5179690136,
2012,5225533500,
2013,5724227185,
2014,5391475277,
2015,4844223107,
2016,4739298730,
1976,706991274.4,
1977,827094668,
1978,1019630847,
1979,1216229419,
1980,1136543003,
1981,1147192917,
1982,1082939379,
1983,1094857358,
1984,1044928625,
1985,1080642033,
1986,1469046115,
1987,1888754655,
1988,2143484488,
1989,2191096860,
1990,2653480001,
1991,2856890681,
1992,3224267548,
1993,3263368410,
1994,3558137040,
1995,4040345933,
1996,4421943910,
1997,4187367602,
1998,4169664285,
1999,4291172816,
2000,4582555125,
2001,4536538211,
2002,4767303154,
2003,5609831328,
2004,6385695187,
2005,6283803256,
2006,7028803366,
2007,8150138757,
2008,9990370016,
2009,9128843109,
2010,10003670690,
2011,11518393367,
2012,11668685524,
2013,12129642296,
2014,12803445934,
2015,11692287066,
2016,12168437744,
1960,13056168000,
1961,14153952000,
1962,15221056000,
1963,16936336000,
1964,20070136000,
1965,21829712000,
1966,24337232000,
1967,26556376000,
1968,29363632000,
1969,32515752000,
1970,35541712000,
1971,39200880000,
1972,45178120000,
1973,55271304000,
1974,71976544000,
1975,88003984000,
1976,89023915584,
1977,81825783186,
1978,1.02517E+11,
1979,1.3454E+11,
1980,1.94357E+11,
1981,2.50083E+11,
1982,1.73721E+11,
1983,1.48867E+11,
1984,1.75632E+11,
1985,1.84473E+11,
1986,1.2944E+11,
1987,1.40264E+11,
1988,1.83144E+11,
1989,2.22977E+11,
1990,2.6271E+11,
1991,3.14454E+11,
1992,3.63609E+11,
1993,5.03963E+11,
1994,5.27319E+11,
1995,3.43793E+11,
1996,3.97404E+11,
1997,4.80555E+11,
1998,5.0201E+11,
1999,5.7946E+11,
2000,6.83648E+11,
2001,7.24704E+11,
2002,7.4156E+11,
2003,7.13284E+11,
2004,7.70268E+11,
2005,8.66346E+11,
2006,9.65281E+11,
2007,1.04347E+12,
2008,1.10128E+12,
2009,8.94949E+11,
2010,1.05113E+12,
2011,1.17119E+12,
2012,1.1866E+12,
2013,1.26198E+12,
2014,1.29846E+12,
2015,1.15226E+12,
2016,1.04692E+12,
FSM,1983,106500000
FSM,1986,112210000
FSM,1987,116700000
FSM,1988,124700000
FSM,1989,135200000
FSM,1990,147200000
FSM,1991,166200000
FSM,1992,178100000
FSM,1993,198400000
FSM,1994,202500000
FSM,1995,222103600
FSM,1996,218845700
FSM,1997,206900300
FSM,1998,219646200
FSM,1999,220660500
FSM,2000,233226300
FSM,2001,240051900
FSM,2002,241543400
FSM,2003,245277400
FSM,2004,240097000
FSM,2005,250149400
FSM,2006,253372300
FSM,2007,256548100
FSM,2008,262868600
FSM,2009,279966700
FSM,2010,296525300
FSM,2011,310502100
FSM,2012,326128700
FSM,2013,316040600
FSM,2014,317999400
FSM,2015,315179700
FSM,2016,329895600
1995,1752975841,
1996,1695130457,
1997,1930071407,
1998,1639497207,
1999,1170785048,
2000,1288429151,
2001,1480656884,
2002,1661818168,
2003,1980901554,
2004,2598231467,
2005,2988338439,
2006,3408272498,
2007,4401154128,
2008,6054806101,
2009,5439422031,
2010,5811604052,
2011,7015206498,
2012,7284686576,
2013,7985349731,
2014,7983271111,
2015,6512899540,
2016,6749515655,
1970,293073868,
1971,327651488,
1972,402460333.2,
1973,523552815.1,
1974,563939670.7,
1975,711922994.2,
1976,735339911.9,
1977,811250927.4,
1978,1000535735,
1979,1209898293,
1980,1378130996,
1981,1205166026,
1982,1143229072,
1983,1092551781,
1984,1037314956,
1985,1082851077,
1986,1515209588,
1987,1839095595,
1988,2000674667,
1989,2010116851,
1990,2481316054,
1991,2480497548,
1992,2737066956,
1993,2574439973,
1994,2720297739,
1995,3130270919,
1996,3137848783,
1997,2840182192,
1998,2934578789,
1999,2906009308,
2000,2647883820,
2001,2671401083,
2002,2905973022,
2003,3588988601,
2004,4110348444,
2005,4280072626,
2006,4663488363,
2007,5974371696,
2008,6919241412,
2009,5557245122,
2010,5350674803,
2011,6074884389,
1981,2310099100,
1982,2552401933,
1983,2725736633,
1984,2098734600,
1985,2186505475,
1986,2896178867,
1987,3020611600,
1988,3204461567,
1989,3576966800,
1990,2560785660,
1991,2379018326,
1992,1317611864,
1993,768401634.2,
1994,925817092.2,
1995,1452165005,
1996,1345719472,
1997,1180934203,
1998,1124440249,
1999,1057408589,
2000,1136896124,
2001,1267997934,
2002,1396555720,
2003,1595297356,
2004,1992066808,
2005,2523471532,
2006,3414055566,
2007,4234999823,
2008,5623216449,
2009,4583850368,
2010,7189481824,
2011,10409797649,
2012,12292770631,
2013,12582122604,
2014,12226514722,
2015,11749620620,
2016,11183458131,
2000,984279598.3,
2001,1159860290,
2002,1284446123,
2003,1707678390,
2004,2073255525,
2005,2257174481,
2006,2696020575,
2007,3668857104,
2008,4545674528,
2009,4159330370,
2010,4139192053,
2011,4538198499,
2012,4087724528,
2013,4464260489,
2014,4587928884,
2015,4052913386,
2016,4374127212,
1960,2037150716,
1961,2025689537,
1962,2379606422,
1963,2657247327,
1964,2798339769,
1965,2948325264,
1966,2876395613,
1967,3046339295,
1968,3271415868,
1969,3651615453,
1970,3956328426,
1971,4356633663,
1972,5074117545,
1973,6242177798,
1974,7675408486,
1975,8984824183,
1976,9584323309,
1977,11049896742,
1978,13236854105,
1979,15912133569,
1980,21728770055,
1981,17788171722,
1982,17692341358,
1983,16251460689,
1984,14824728528,
1985,14991283216,
1986,19462175322,
1987,21765261042,
1988,25705296184,
1989,26314220188,
1990,30180108562,
1991,32285388165,
1992,33711069431,
1993,31655473664,
1994,35604137423,
1995,39030285468,
1996,43161452678,
1997,39147844526,
1998,41806219379,
1999,41632027600,
2000,38857251336,
2001,39459581217,
2002,42236836821,
2003,52064058834,
2004,59626020162,
2005,62343022651,
2006,68640825481,
2007,79041294874,
2008,92507257784,
2009,92897320376,
2010,93216746662,
2011,1.0137E+11,
2012,98266306615,
2013,1.06826E+11,
2014,1.10081E+11,
2015,1.01187E+11,
2016,1.03606E+11,
1980,3526287037,
1981,3537099150,
1982,3612171958,
1983,3236430348,
1984,3376172170,
1985,4456240741,
1986,5247193069,
1987,2354117303,
1988,2093571674,
1989,2314159887,
1990,2512079324,
1991,3263761938,
1992,2291175765,
1993,2394823062,
1994,2460670288,
1995,2521738760,
1996,3523842275,
1997,4227273069,
1998,4873242526,
1999,5302532113,
2000,5016469069,
2001,4766928747,
2002,5031510909,
2003,5597367853,
2004,6831808930,
2005,7723846195,
2006,8312078525,
2007,9366742309,
2008,11494837053,
2009,10911698208,
2010,10154238250,
2011,13131168012,
2012,14534278446,
2013,16018848991,
2014,16961127046,
2015,14798439527,
2016,11014858592,
2000,8905066164,
2001,6477790688,
2002,6777632512,
2003,10467109978,
2004,10567354056,
2005,11986972419,
2006,14502553710,
2007,20182477481,
2008,31862554102,
2009,36906181381,
2010,49540813342,
2011,59977326086,
2012,59937797559,
2013,60269734045,
2014,65446402659,
2015,59687373958,
2016,63225097051,
1980,2434884951,
1981,2259179125,
1982,2128089611,
1983,2308102953,
1984,1960567071,
1985,1615776821,
1986,1816754048,
1987,2310454961,
1988,2506554607,
1989,2547340984,
1990,2804379662,
1991,3012742078,
1992,3448326858,
1993,3218475900,
1994,3636645995,
1995,3942478206,
1996,3945340776,
1997,4102648720,
1998,3826527631,
1999,3818954448,
2000,3908661518,
2001,3546783708,
2002,3361251198,
2003,4931312147,
2004,6606858786,
2005,7261333795,
2006,7978734402,
2007,8740865600,
2008,8486721917,
2009,8876191121,
2010,11282192605,
2011,12409629836,
2012,13016272899,
2013,12717790501,
2014,12786078004,
2015,11571141027,
2016,10947880690,
2007,20432742.11,
2008,39333572.32,
2009,44290951.93,
2010,49248810.57,
2011,72751801.05,
2012,103811958.8,
2013,108601538.5,
2014,117020381.9,
2015,100459782.6,
2016,102060129.6,
1960,508334414,
1961,531959561.6,
1962,574091101.2,
1963,496947904.4,
1964,496098775.3,
1965,735267082.3,
1966,906811943.8,
1967,841974025.5,
1968,772228643.4,
1969,788641965.4,
1970,865975308.6,
1971,882765471.6,
1972,1024098805,
1973,972101725,
1974,1217953547,
1975,1575789254,
1976,1452792989,
1977,1382400000,
1978,1604162497,
1979,1851250008,
1980,1945916583,
1981,2275583317,
1982,2395429852,
1983,2447174803,
1984,2581207388,
1985,2619913956,
1986,2850784523,
1987,2957255380,
1988,3487009748,
1989,3525228153,
1990,3627562403,
1991,3921476085,
1992,3401211581,
1993,3660041667,
1994,4066775510,
1995,4401104418,
1996,4521580381,
1997,4918691917,
1998,4856255044,
1999,5033642384,
2000,5494252208,
2001,6007061224,
2002,6050875807,
2003,6330473097,
2004,7273938315,
2005,8130258041,
2006,9043715356,
2007,10325618017,
2008,12545438605,
2009,12854985464,
2010,16002656434,
2011,18913574371,
2012,18851513891,
2013,19271168018,
2014,20002968838,
2015,21410840909,
2016,21131983246,
1960,12276734172,
1961,13493833740,
1962,14647057370,
1963,15891241386,
1964,18699380731,
1965,21000586933,
1966,22867203317,
1967,25087562181,
1968,27817605743,
1969,31503868835,
1970,37677621538,
1971,44010160464,
1972,54008338918,
1973,70924006306,
1974,86129928027,
1975,98970041042,
1976,1.07775E+11,
1977,1.25396E+11,
1978,1.5387E+11,
1979,1.77376E+11,
1980,1.92661E+11,
1981,1.62039E+11,
1982,1.56457E+11,
1983,1.51487E+11,
1984,1.42076E+11,
1985,1.4201E+11,
1986,1.98298E+11,
1987,2.41919E+11,
1988,2.58568E+11,
1989,2.5504E+11,
1990,3.14268E+11,
1991,3.2332E+11,
1992,3.5833E+11,
1993,3.49038E+11,
1994,3.74291E+11,
1995,4.46529E+11,
1996,4.45705E+11,
1997,4.12199E+11,
1998,4.32476E+11,
1999,4.41975E+11,
2000,4.12807E+11,
2001,4.26574E+11,
2002,4.65369E+11,
2003,5.71863E+11,
2004,6.50533E+11,
2005,6.78534E+11,
2006,7.26649E+11,
2007,8.3942E+11,
2008,9.36228E+11,
2009,8.57933E+11,
2010,8.3639E+11,
2011,8.93757E+11,
2012,8.28947E+11,
2013,8.6668E+11,
2014,8.79635E+11,
2015,7.57999E+11,
2016,7.77228E+11,
1965,159594493.5,
1966,164206537.6,
1967,180036768.9,
1968,215507164,
1969,263108834.5,
1970,358815681.9,
1971,413634335.3,
1972,505892512.9,
1973,542294864.8,
1974,637400199.1,
1975,816647865.8,
1976,798310509.6,
1977,837616756.5,
1978,846007597.7,
1979,1047225130,
1980,1182457143,
1981,972563810.2,
1982,904619629.8,
1983,823832940.5,
1984,796018978.5,
1985,854823821.7,
1986,1201262518,
1987,1488113532,
1988,2072735787,
1989,2185072798,
1990,2529310104,
1991,2653781596,
1992,2923764926,
1993,3070161471,
1994,3038727617,
1995,3628440275,
1996,3606968434,
1997,3291489841,
1998,3158806480,
1999,3056999988,
2000,2682347064,
1960,5485854792,
1961,5670064168,
1962,6077496268,
1963,6638937283,
1964,7274144351,
1965,5654463586,
1966,5863733231,
1967,5961418094,
1968,5180597621,
1969,5761588762,
1971,7912290825,
1972,9567331065,
1973,12802281898,
1974,13940981798,
1975,12861983284,
1976,13604832424,
1977,15446825318,
1978,18530518395,
1979,20730241410,
1980,23245512449,
1981,24417617184,
1982,24164603059,
1983,24308622503,
1984,21665456808,
1985,24680306905,
1986,30605196451,
1987,40377592077,
1988,45176167472,
1989,43920222525,
1990,45495727007,
1991,42745329732,
1992,41649298171,
1993,46775067751,
1994,55315342817,
1995,63918703507,
1996,70140835299,
1997,66074513018,
1998,56227169851,
1999,58761741658,
2000,52623281957,
2001,53872425917,
2002,66628222189,
2003,88250885550,
2004,1.03906E+11,
2005,1.14719E+11,
2006,1.11607E+11,
2007,1.37315E+11,
2008,1.3328E+11,
2009,1.21337E+11,
2010,1.46581E+11,
2011,1.68462E+11,
2012,1.76193E+11,
2013,1.90521E+11,
2014,2.00696E+11,
2015,1.75563E+11,
2016,1.84969E+11,
1989,1019966667,
1990,1009455484,
1991,1488804124,
1992,1792800000,
1993,1756454248,
1994,3863185119,
1995,4140470000,
1996,4308351903,
1997,4389965591,
1998,4635267225,
1999,4855717875,
2000,5107329007,
2001,5323146566,
2002,5224213018,
2003,5322454926,
2004,5795568205,
2005,6321335612,
2006,6763671611,
2007,7423377429,
2008,8496965842,
2009,8298695145,
2010,8758622329,
2011,9774316692,
2012,10532001130,
2013,10982972256,
2014,11880438824,
2015,12747741540,
2016,13230844687,
1960,449526872.6,
1961,485785231.7,
1962,531736599.9,
1963,586294879.5,
1964,582816396.2,
1965,673383510.2,
1966,702296079.9,
1967,665586872.8,
1968,641214226.8,
1969,625867984.4,
1970,649916621.2,
1971,693573704.4,
1972,742779659.5,
1973,946385105,
1974,1026137112,
1975,1048690932,
1976,1064517600,
1977,1291458044,
1978,1774365588,
1979,2109277663,
1980,2508524716,
1981,2170893418,
1982,2017612218,
1983,1803099561,
1984,1461243327,
1985,1440581653,
1986,1904097001,
1987,2233006102,
1988,2280356194,
1989,2179567111,
1990,2480673305,
1991,2327986216,
1992,2344987614,
1993,1606581744,
